Date Time,Intersection Street One,Intersection Street Two,Address Street Number,Address Street Name,Number of Motorists,Number of Cyclists,Number of Pedestrians,Number of Injured Individuals,Hospitalizations (estimated),Neighborhood (estimated)
10/18/2021 03:21:00 PM,SPINELLI PLACE,CONCORD AVE,,,1,1,0,1,1,
10/18/2021 10:27:00 PM,,,84,PRESCOTT ST,1,0,0,0,0,Mid-Cambridge
10/19/2021 09:05:00 AM,MASS AVE,PEARL ST,,,1,1,0,1,0,
10/19/2021 09:16:00 AM,PEMBERTON STREET,SARGENT STREET,,,2,0,0,0,0,
10/19/2021 11:14:00 AM,,,52,KINNAIRD STREET,0,0,0,0,0,Riverside
10/19/2021 11:22:00 AM,,,64,WILLOW STREET,1,0,0,0,0,Wellington-Harrington
10/19/2021 03:59:00 PM,,,725,CONCORD AVE,0,0,0,0,0,Cambridge Highlands
10/19/2021 04:21:00 PM,,,13,ALLEN ST,0,0,0,0,0,North Cambridge
10/20/2021 11:38:00 AM,,,625,MOUNT AUBURN STREET,2,0,0,0,0,West Cambridge
10/20/2021 01:08:00 PM,MT. AUBURN STREET,PLYMPTON STREET,,,2,0,0,0,0,
10/21/2021 05:39:00 PM,TREMONT ST,HAMPSHIRE ST,,,1,0,0,0,0,
10/21/2021 05:57:00 PM,,,186,ALEWIFE BROOK PKWY,1,0,0,0,0,Cambridge Highlands
10/21/2021 06:30:00 PM,,,,BELMONT STREET,1,0,1,1,1,
10/21/2021 08:29:00 PM,,,244,PROSPECT ST,1,0,0,0,0,The Port
10/21/2021 08:46:00 PM,MASSACHUSETTS AVENUE,GARDEN STREET,,,2,0,0,0,0,
10/21/2021 10:47:00 PM,WINDSOR ST,CAMBRIDGE,,,0,1,0,1,1,
10/22/2021 02:55:00 AM,,,370,MASS AVE,1,0,0,0,0,Cambridgeport
10/22/2021 04:11:00 AM,,,452,BROADWAY,1,0,0,0,0,Mid-Cambridge
10/22/2021 07:32:00 AM,,,536,MASSACHUSETTS AVE.,1,0,0,1,1,Cambridgeport
10/22/2021 11:31:00 AM,,,92,MAGAZINE ST,0,0,0,0,0,Cambridgeport
10/22/2021 03:56:00 PM,FIRST ST,HURLEY ST.,,,2,0,0,0,0,
10/22/2021 05:04:00 PM,,,15,WARE STREET,0,0,0,0,0,Mid-Cambridge
10/22/2021 06:04:00 PM,,,6,CONCORD LANE,1,0,0,1,0,Neighborhood Nine
10/22/2021 11:45:00 PM,BROADWAY,TROWBRIDGE,,,0,0,0,0,0,
10/23/2021 12:09:00 AM,,,271,RINDGE AVE,2,0,0,0,0,North Cambridge
10/23/2021 04:00:00 PM,BRATTLE STREET,HAWTHORN STREET,,,2,0,0,0,0,
10/23/2021 04:44:00 PM,,,2440,MASSACHUSETTS AVENUE,2,0,0,0,0,North Cambridge
10/24/2021 01:58:00 AM,,,,CONCORD AVE,1,0,0,1,1,
10/24/2021 08:25:00 PM,INMAN,HAMPSHIRE,,,1,0,0,1,0,
10/25/2021 01:14:00 AM,WESTERN AVENUE,GREEN STREET,,,3,0,0,1,1,
10/25/2021 09:06:00 AM,,,210,GARDEN ST,1,0,0,0,0,Neighborhood Nine
10/25/2021 04:37:00 PM,BROADWAY,PROSPECT,,,2,0,0,0,0,
10/26/2021 02:46:00 AM,,,1105,MASSACHUSETTS AVENUE,0,0,0,0,0,Mid-Cambridge
10/26/2021 11:36:00 AM,,,1465,MASSACHUSETTS AVENUE,2,0,0,0,0,West Cambridge
10/26/2021 01:20:00 PM,MASS AVE,UPLAND RD,,,2,0,0,0,0,
10/26/2021 01:44:00 PM,,,544,WINDSOR STREET,0,0,0,0,0,Wellington-Harrington
10/26/2021 02:36:00 PM,,,140,GARDEN ST,1,0,0,0,0,Neighborhood Nine
10/26/2021 07:35:00 PM,,,35,SPINELLI PL,2,0,0,0,0,Cambridge Highlands
10/26/2021 07:46:00 PM,,,,HOWARD STREET,1,0,1,0,1,
10/27/2021 08:30:00 AM,,,299,WALDEN ST,2,0,0,0,0,Neighborhood Nine
10/27/2021 01:50:00 PM,,,2353,MASS AVE,1,0,0,0,0,North Cambridge
10/27/2021 06:25:00 PM,,,15,WHITE STREET PARKING LOT,2,0,0,0,0,
10/27/2021 07:18:00 PM,,,1414,MASSACHUSETTS AVE,1,1,0,2,1,West Cambridge
10/27/2021 08:44:00 PM,PUTNAM AVE,GREEN ST,,,1,0,1,1,1,
10/28/2021 09:56:00 AM,HAMPSHIRE STREET,WINDSOR STREET,,,1,1,0,1,1,
10/28/2021 04:13:00 PM,,,270,MASS AVE,3,0,0,0,0,Cambridgeport
10/28/2021 08:09:00 PM,,,210,BROADWAY,1,0,1,1,1,The Port
10/28/2021 11:08:00 PM,,,66,WINTHROP STREET,0,0,0,0,0,Riverside
10/29/2021 12:41:00 AM,BROADWAY,INMAN ST,,,1,0,0,0,0,
10/29/2021 07:00:00 AM,,,40,HAMPSHIRE ST,0,0,0,0,0,The Port
10/29/2021 07:47:00 AM,GARDEN ST,MASS AVE,,,3,0,0,0,0,
10/29/2021 11:51:00 AM,,,1945,MASSACHUSETTS AVE,1,0,0,1,0,North Cambridge
10/29/2021 04:24:00 PM,,,405,NORFOLK STREET,1,0,0,0,0,Wellington-Harrington
10/30/2021 01:24:00 PM,,,0,LANGDON OR CHAUNCY,0,0,0,0,0,
10/30/2021 04:02:00 PM,FAYETTE,CAMBRIDGE STREET,,,2,0,0,0,0,
10/30/2021 06:26:00 PM,,,256,PROSPECT STREET,2,0,0,0,0,The Port
10/30/2021 06:45:00 PM,DANA STREET,HARVARD STREET,,,1,0,0,0,0,
10/31/2021 12:34:00 AM,PEARL STREET,FRANKLIN STREET,,,1,0,0,0,0,
10/31/2021 10:00:00 AM,,,30,CALLENDER STREET,1,0,0,0,0,Riverside
10/31/2021 12:15:00 PM,,,37,PORTER ST,0,0,0,0,0,Wellington-Harrington
10/31/2021 05:15:00 PM,BROADWAY,COLUMBIA STREET,,,1,1,0,1,1,
10/31/2021 06:16:00 PM,,,18,WARE STREET,0,0,0,0,0,Mid-Cambridge
10/31/2021 08:02:00 PM,,,25,DANA STREET,0,0,0,0,0,Mid-Cambridge
11/01/2021 11:32:00 AM,,,1,CHAUNCY LN,1,0,0,0,0,Neighborhood Nine
11/01/2021 01:52:00 PM,HARVARD STREET,DANA STREET,,,1,0,0,0,0,
11/01/2021 02:30:00 PM,,,330,MT AUBURN ST,1,0,0,0,0,West Cambridge
11/02/2021 08:34:00 AM,PLEASANT STREET,PLEASANT PLACE,,,1,0,0,0,0,
11/02/2021 10:27:00 AM,,,114,HENRY STREET,0,0,0,0,0,Cambridgeport
11/02/2021 03:31:00 PM,,,254,BROADWAY,1,0,0,1,1,The Port
11/02/2021 04:24:00 PM,1742 MASSACHUSETTS AVENUE,LINNAEAN STREET,,,2,0,0,0,0,Agassiz
11/02/2021 05:59:00 PM,,,57,JFK STREET,2,0,0,0,1,West Cambridge
11/02/2021 06:13:00 PM,,,0,PLEASANT ST,0,0,0,0,0,Riverside
11/02/2021 10:39:00 PM,,,16,WARREN,1,0,0,0,0,Wellington-Harrington
11/02/2021 11:00:00 PM,,,40,WILLOW STREET,0,0,0,0,0,Wellington-Harrington
11/03/2021 10:35:00 AM,,,15,BISHOP ALLEN AVE,2,0,0,0,0,The Port
11/03/2021 11:01:00 AM,,,1,BROADWAY STREET,1,0,0,0,0,Mid-Cambridge
11/03/2021 12:35:00 PM,MASSACHUSETTS AVE,PROSPECT ST,,,2,0,0,0,0,
11/03/2021 01:45:00 PM,,,200,ALEWIFE BROOK PARKWAY,0,0,0,0,0,Cambridge Highlands
11/03/2021 02:10:00 PM,,,41,BIGELLOW ST,2,0,0,0,0,Mid-Cambridge
11/03/2021 05:42:00 PM,,,199,ALEWIFE BROOK PARKWAY,1,0,0,0,0,Cambridge Highlands
11/03/2021 07:20:00 PM,,,950,MASS AVE,1,0,0,0,0,Riverside
11/03/2021 08:30:00 PM,MASS AVE,DAVENPORT ST,,,2,0,0,0,0,
11/04/2021 08:46:00 AM,,,898,MASSACHUSETTS AVENUE,0,0,0,0,0,Riverside
11/04/2021 09:10:00 AM,,,144,RAYMOND STREET,0,0,0,0,0,Neighborhood Nine
11/04/2021 09:12:00 AM,GORE ST,SEVENTH ST,,,2,0,0,0,0,
11/04/2021 05:33:00 PM,,,57,SAINT SAUVEUR COURT,1,0,0,0,0,Strawberry Hill
11/05/2021 08:00:00 AM,,,1103,CAMBRIDGE STREET,0,0,0,0,0,Wellington-Harrington
11/05/2021 01:00:00 PM,CONCORD AVE,MADISON ST,,,0,0,0,0,0,
11/05/2021 02:44:00 PM,,,215,FIRST ST,1,0,0,0,0,East Cambridge
11/05/2021 03:14:00 PM,OXFORD STREET,WENDELL STREET,,,1,1,0,1,1,
11/05/2021 07:04:00 PM,,,275,PROSPECT STREET,3,0,0,0,0,Mid-Cambridge
11/06/2021 09:05:00 AM,FRANKLIN STREET,RIVER STREET,,,2,0,0,0,0,
11/06/2021 09:47:00 PM,MASSACHUSETTS AVENUE,GARDEN STREET,,,2,0,0,1,1,
11/07/2021 02:49:00 AM,HAMPSHIRE STREET,WEBSTER AVE,,,0,0,1,1,1,
11/07/2021 06:17:00 PM,,,16-18,BROOKFORD ST,2,0,0,0,0,North Cambridge
11/08/2021 08:22:00 AM,ROSELAND ST,MASSACHUSETTS AVE,,,1,0,0,0,0,
11/08/2021 09:10:00 AM,MATIGNON RD,,45,MATIGNON RD,0,0,0,0,0,North Cambridge
11/08/2021 12:30:00 PM,,,24,CEDAR ST,1,0,0,0,0,North Cambridge
11/08/2021 02:01:00 PM,,,,HAWTHORN ST.,0,0,0,0,0,
11/08/2021 02:42:00 PM,,,239,VASSAR ST,1,1,0,1,1,Area 2/MIT
11/08/2021 04:54:00 PM,,,215,ALEWIFE BROOK PKWY,1,0,0,0,0,Cambridge Highlands
11/08/2021 05:56:00 PM,RINDGE AVE,ALEWIFE BROOK PKWY,,,1,0,0,0,0,
11/09/2021 03:51:00 PM,,,20,ELLERY STREET,0,0,0,0,0,Mid-Cambridge
11/09/2021 05:06:00 PM,,,,CLARENDON AVENUE,1,0,0,0,0,
11/09/2021 06:17:00 PM,,,215,ALEWIFE BROOK PARKWAY,0,0,0,0,0,Cambridge Highlands
11/09/2021 08:12:00 PM,DEWOLFE STREET,MOUNT AUBURN STREET,,,0,0,1,1,0,
11/09/2021 10:00:00 PM,,,,CREIGHTON STREET,0,0,0,0,0,
11/10/2021 12:34:00 AM,PROSPECT ST,MASSACHUSETTS AVE,,,2,0,0,0,0,
11/10/2021 12:37:00 AM,MASS AVE,,,,1,0,0,0,0,
11/10/2021 07:30:00 AM,,,362,RINDGE AVENUE,0,0,0,0,0,North Cambridge
11/10/2021 09:04:00 AM,MASSACHUSETTS AVE,PLEASANT ST,,,1,1,0,1,0,
11/10/2021 09:43:00 AM,CLARK STREET,BROADWAY,,,1,0,0,0,0,
11/10/2021 12:00:00 PM,,,2050,MASSACHUSETTS AVE,1,0,0,0,0,North Cambridge
11/10/2021 12:18:00 PM,,,479,VASSAR STREET,2,0,0,0,0,Area 2/MIT
11/10/2021 04:17:00 PM,,,1910,MASSACHUSETTS AVE,2,0,0,0,0,North Cambridge
11/10/2021 05:30:00 PM,,,157,WINDSOR STREET,0,0,0,0,0,The Port
11/10/2021 10:20:00 PM,,,799,CONCORD AVE,1,1,0,0,0,Cambridge Highlands
11/11/2021 04:39:00 AM,,,,ROSELAND STREET,1,0,0,0,0,
11/11/2021 10:18:00 AM,EIRIE ST,BROOKLINE ST,,,2,0,0,0,0,
11/11/2021 07:41:00 PM,,,524,HURON AVE,2,0,0,0,0,West Cambridge
11/11/2021 09:38:00 PM,CAMBRIDGE STREET,CARDINAL MEDEIROS AVENUE,725,CAMBRIDGE STREET,1,0,1,2,1,Wellington-Harrington
11/12/2021 03:44:00 PM,,,290,ALBANY STREET,1,0,0,0,0,Cambridgeport
11/12/2021 07:22:00 PM,HURON AVE,ABERDEEN AVE,,,1,1,0,0,0,
11/12/2021 09:20:00 PM,,,1030,CAMBRIDGE STREET,2,0,0,0,0,Wellington-Harrington
11/12/2021 09:37:00 PM,SPRINGSFIELD STREET,CAMBRIDGE STREET,,,2,0,0,0,0,
11/12/2021 11:29:00 PM,MASSACHUSETTS AVE,JFK,,,1,0,0,0,0,
11/13/2021 04:33:00 AM,,,125,BROOKLINE STREET,1,0,0,0,0,Cambridgeport
11/13/2021 02:15:00 PM,PEARL STREET,CHESTNUT STREET,,,0,0,0,0,0,
11/13/2021 02:28:00 PM,,,1493,CAMBRIDGE ST,0,0,0,0,0,Mid-Cambridge
11/13/2021 07:32:00 PM,,,64,OXFORD ST,1,0,0,0,0,Agassiz
11/15/2021 03:15:00 AM,,,660,MEMORIAL DRIVE,1,0,0,0,0,Cambridgeport
11/15/2021 03:20:00 AM,PUTNAM AVENUE,MAGAZINE STREET,,,1,0,0,0,0,
11/15/2021 08:41:00 AM,MASSACHUSETTS AVE,SOMERVILLE AVE,,,2,0,0,0,0,
11/15/2021 09:00:00 AM,BINNEY ST,SIXTH ST,,,2,0,0,0,0,
11/15/2021 11:00:00 AM,CAMBRIDGE STREET,DANA STREET,,,0,0,1,1,1,
11/15/2021 12:45:00 PM,PUTNAM,WESTERN,,,1,0,0,1,0,
11/15/2021 03:55:00 PM,,,229,VASSAR STREET,0,0,0,0,0,Area 2/MIT
11/16/2021 10:27:00 AM,MASSACHUSETTS AVE,LINNAEAN ST,,,2,0,0,0,0,
11/16/2021 01:39:00 PM,,,31R,CONCORD AVE,1,0,0,0,0,Neighborhood Nine
11/16/2021 03:22:00 PM,CAMBRIDGE ST,MASSACHUSETTS AVE,,,2,0,0,0,0,
11/16/2021 03:50:00 PM,,,286,VASSAR ST,1,1,0,1,0,Area 2/MIT
11/16/2021 05:00:00 PM,,,21,VALENTINE STREET,1,0,0,0,0,Cambridgeport
11/16/2021 06:00:00 PM,,,748,MEMORIAL DRIVE,1,0,0,0,0,Cambridgeport
11/17/2021 08:56:00 AM,,,2552,MASS AVE,2,0,0,0,0,North Cambridge
11/17/2021 09:04:00 AM,MASSACHUSETTS AVENUE,PEARL STREET,577,MASSACHUSETTS AVENUE,1,0,1,1,1,The Port
11/17/2021 10:48:00 AM,,,186,ALEWIFE BROOK PARKWAY,1,0,0,0,0,Cambridge Highlands
11/17/2021 10:48:00 AM,RIVER ST,MEMORIAL DR,393,RIVER ST,2,0,0,0,0,Cambridgeport
11/17/2021 06:32:00 PM,,,414,MOUNT AUBURN STREET,2,0,0,0,0,West Cambridge
11/17/2021 07:32:00 PM,,,,VASSAR STREET,1,0,0,0,0,
11/18/2021 07:00:00 AM,RIVER ST,MEMORIAL DRIVE,,,2,0,0,0,0,
11/18/2021 12:52:00 PM,,,74,FAYERWEATHER ST,0,0,0,0,0,West Cambridge
11/18/2021 01:42:00 PM,,,35,WALDEN ST,0,0,0,0,0,North Cambridge
11/18/2021 01:52:00 PM,THIRD,BINNEY,,,2,0,0,0,0,
11/18/2021 03:22:00 PM,GARDEN ST,WALDEN ST,155,GARDEN STREET,1,0,0,0,0,Neighborhood Nine
11/19/2021 01:04:00 AM,,,33,ANDREW ST,2,0,0,0,0,Cambridgeport
11/19/2021 05:24:00 AM,SYDNEY STREET EXIT,,,,1,0,0,0,0,
11/19/2021 02:05:00 PM,,,221,HURLEY ST,1,0,0,0,0,East Cambridge
11/19/2021 02:28:00 PM,,,9,FAIRMONT AVE,0,0,0,0,0,Cambridgeport
11/19/2021 03:52:00 PM,ELIOT ST,BENNETT ST,,,1,0,2,2,2,
11/19/2021 05:21:00 PM,,,,PUTNAM AVE,1,0,1,0,0,
11/20/2021 12:48:00 PM,CONCORD AVE,CRAIGIE STREET,,,2,0,0,1,1,
11/20/2021 01:00:00 PM,,,11,ROBERTS ROAD,0,0,0,0,0,Mid-Cambridge
11/20/2021 04:51:00 PM,CAMBRIDGE ST,HOVEY AVE,,,1,0,0,1,1,
11/20/2021 05:45:00 PM,BROADWAY,ELM STREET,,,0,0,0,1,0,
11/20/2021 10:30:00 PM,,,16,SURREY STREET,1,0,0,0,0,Riverside
11/21/2021 05:32:00 PM,CAMBRIDGE ST,FELTON ST,,,1,1,0,1,1,
11/21/2021 06:38:00 PM,,,14,SACRAMENTO STREET,0,0,0,0,0,Agassiz
11/21/2021 08:02:00 PM,,,17,ELLERY SQUARE,1,0,0,0,0,Mid-Cambridge
11/21/2021 08:15:00 PM,CONCORD AVE,FAWCETT STREET,,,1,1,0,1,0,
11/21/2021 11:44:00 PM,,,12,BOARDMAN STREET,0,0,0,0,0,The Port
11/23/2021 07:44:00 AM,MASSACHUSETTS AVE,VASSAR ST,,,1,1,0,1,1,
11/23/2021 09:25:00 AM,,,19,APPLETON STREET,1,0,0,0,0,West Cambridge
11/23/2021 03:37:00 PM,,,258,RIVER ST,1,0,0,0,0,Cambridgeport
11/23/2021 06:56:00 PM,,,,SIDNEY STREET EXTENSION,2,1,0,1,0,
11/23/2021 07:32:00 PM,COLUMBIA,HAMPSHIRE,,,2,0,0,0,0,
11/24/2021 09:51:00 AM,BROADWAY,THIRD STREET,,,2,0,0,0,0,
11/24/2021 11:31:00 AM,,,,GORE STREET,0,0,0,0,0,
11/24/2021 02:32:00 PM,,,85,BISHOP ALLEN DRIVE,0,0,0,0,0,The Port
11/24/2021 10:59:00 PM,CONCORD TURNPIKE,,223,CONCORD TURNPIKE,0,0,0,0,0,North Cambridge
11/25/2021 02:32:00 PM,,,298,WINDSOR ST,1,0,0,0,0,The Port
11/25/2021 03:00:00 PM,RINDGE AVE,CLIFTON PLACE,,,0,0,0,0,0,
11/26/2021 11:03:00 AM,,,730,MEMORIAL DRIVE,0,0,0,0,0,Cambridgeport
11/26/2021 12:14:00 PM,WALDEN ST,SHERMAN ST,,,1,0,0,0,0,
11/26/2021 04:00:00 PM,,,38,MT PLEASANT ST,0,0,0,0,0,Neighborhood Nine
11/27/2021 03:30:00 PM,,,49,WHITE ST,0,0,0,0,0,North Cambridge
11/28/2021 02:04:00 AM,,,55,FRANKLIN STREET PARKING GARAGE,0,0,0,0,0,
11/28/2021 04:40:00 PM,,,748,MEMORIAL DR,0,0,0,0,0,Cambridgeport
11/29/2021 09:31:00 AM,,,35,SPARKS ST,0,0,0,0,0,West Cambridge
11/29/2021 11:58:00 AM,,,299,ELM ST,0,0,0,0,0,Wellington-Harrington
11/29/2021 05:24:00 PM,,,,ALBANY STREET,1,0,0,1,0,
11/30/2021 06:59:00 PM,,,157,WALDEN STREET,0,0,1,0,0,Neighborhood Nine
12/01/2021 05:20:00 AM,,,120,VASSAR STREET,0,0,0,0,0,Area 2/MIT
12/01/2021 07:00:00 AM,THIRD ST,LINSKEY WAY,,,1,0,1,1,1,
12/01/2021 01:30:00 PM,,,9,FOLLEN ST,1,0,0,0,0,Neighborhood Nine
12/01/2021 05:36:00 PM,OTIS STREET,,,,0,0,0,0,0,
12/01/2021 11:16:00 PM,,,33,LAMBERT,1,0,0,0,0,East Cambridge
12/02/2021 08:41:00 AM,,,15,RICHDALE AVE,0,0,0,0,0,Neighborhood Nine
12/02/2021 11:24:00 AM,MASS AVE,CAMERON AVE,,,2,0,0,0,0,
12/02/2021 12:32:00 PM,PLEASANT PL,PLEASANT STREET,,,1,0,0,0,0,
12/02/2021 12:54:00 PM,,,79-81,OXFORD STREET,2,0,0,0,0,Agassiz
12/02/2021 04:26:00 PM,,,1575,CAMBRIDGE ST,2,0,0,0,0,Mid-Cambridge
12/02/2021 05:16:00 PM,HAMPSHIRE STREET,ELM STREET,,,2,0,0,0,0,
12/02/2021 05:29:00 PM,,,2615,MASSACHUSETTS AVE,1,0,0,0,0,North Cambridge
12/02/2021 05:30:00 PM,WILLARD ST,MT AUBURN ST,,,1,0,0,0,0,
12/02/2021 08:29:00 PM,,,901,CAMBRIDGE ST,0,0,0,0,0,Wellington-Harrington
12/03/2021 07:45:00 AM,,,23,HEWS STREET,1,0,0,0,0,Riverside
12/03/2021 10:00:00 AM,,,65,LINCOLN ST,0,0,0,0,0,Wellington-Harrington
12/03/2021 12:00:00 PM,,,0,SPRINGFIELD STREET,1,0,0,0,0,Wellington-Harrington
12/03/2021 02:13:00 PM,CLINTON STREET,MASS AVE,,,0,0,0,0,0,
12/03/2021 04:01:00 PM,,,2100,MASSACHUSETTS AVENUE,1,0,1,1,1,North Cambridge
12/03/2021 07:12:00 PM,,,9,OXFORD,1,0,0,0,0,Agassiz
12/03/2021 07:51:00 PM,,,85,BISHOP ALLEN DRIVE,1,0,0,0,0,The Port
12/03/2021 08:17:00 PM,,,,MASSACHUSETTS AVE,1,0,0,0,0,
12/03/2021 08:35:00 PM,,,200,ALEWIFE BROOK PARKWAY,0,0,0,0,0,Cambridge Highlands
12/04/2021 11:56:00 AM,MT. AUBURN,PUTNAM AVE,,,2,0,0,0,0,
12/04/2021 02:16:00 PM,MAGAZINE STREET,FRANKLIN STREET,,,1,0,1,1,0,
12/04/2021 03:24:00 PM,16 GARDEN STREET,WATERHOUSE STREET,16,GARDEN STREET,1,0,1,1,1,West Cambridge
12/04/2021 07:57:00 PM,,,80,AUBURN PARK,1,0,0,0,0,Cambridgeport
12/04/2021 10:01:00 PM,,,54,CHURCH STREET,2,0,0,0,0,West Cambridge
12/05/2021 12:13:00 PM,,,20,MARIE AVENUE,0,0,0,0,0,Mid-Cambridge
12/05/2021 04:15:00 PM,,,699,MOUNT AUBURN STREET,0,0,0,0,0,West Cambridge
12/05/2021 06:20:00 PM,CAMBRIDGE ST,CARDINAL MEDEIROS,,,2,0,0,0,0,
12/05/2021 06:42:00 PM,MOUNT AUBURN STREET,DEWOLF STREET,,,1,0,0,0,0,
12/05/2021 11:09:00 PM,CARDINAL MEDEIROS,HAMPSHIRE STREET,,,1,0,0,1,0,
12/06/2021 02:10:00 AM,MASS AVE,AMHERST,,,1,0,0,0,0,
12/06/2021 10:24:00 AM,,,8A,LEONARD AVENUE,0,0,0,0,0,Mid-Cambridge
12/06/2021 12:54:00 PM,,,7,TEMPLE ST,2,0,0,0,0,Mid-Cambridge
12/06/2021 02:30:00 PM,KIRKLAND ST,OXFORD ST,,KIRKLAND ST,2,0,0,0,0,
12/06/2021 04:48:00 PM,PROSPECT ST,HAMPSHIRE ST,,,1,1,0,1,0,
12/06/2021 06:03:00 PM,CAMBRIDGE STREET,COLUMBIA STREET,,,0,1,0,1,0,
12/06/2021 06:06:00 PM,,,1615,MASS AVE,3,0,0,0,0,Neighborhood Nine
12/06/2021 06:42:00 PM,,,186,HAMPSHIRE STREET,3,0,0,1,1,Mid-Cambridge
12/06/2021 09:30:00 PM,CUSHING ST,BELMONT ST.,,,1,0,1,1,1,
12/07/2021 01:12:00 PM,JEFFERSON,MARION,,,1,0,0,0,0,
12/07/2021 05:30:00 PM,,,,PRESCOTT STREET,1,0,0,0,0,
12/07/2021 06:30:00 PM,CAMBRIDGE STREET,PROSPECT STREET,,,2,0,0,1,1,
12/08/2021 08:08:00 AM,SMITH PLACE,MONMEY STREET,100,SMITH PLACE,1,0,0,0,0,Cambridge Highlands
12/08/2021 08:47:00 AM,CHURCHILL AVE,MASS AVE,,,0,0,0,0,0,
12/08/2021 02:59:00 PM,,,10,MAGAZINE ST,1,0,0,0,0,Cambridgeport
12/08/2021 04:20:00 PM,BISHOP ALLEN DRIVE,PROSPECT STREET,,,2,0,0,2,2,
12/09/2021 01:03:00 AM,,,6,DOUGLAS ST.,1,0,0,0,0,The Port
12/09/2021 08:51:00 PM,,,191,SHERMAN STREET,0,0,0,0,0,North Cambridge
12/10/2021 11:49:00 AM,,,128,CUSHING STREET,0,0,0,0,0,Strawberry Hill
12/10/2021 05:52:00 PM,BRISTOL STREET,HAMPSHIRE STREET,,,2,0,0,1,0,
12/10/2021 06:06:00 PM,,,1334,CAMBRIDGE STREET,1,0,1,1,1,Wellington-Harrington
12/10/2021 06:37:00 PM,,,95,PORTLAND STREET,1,0,0,0,0,The Port
12/10/2021 07:03:00 PM,,,,PORTLAND ST,1,0,0,0,0,
12/10/2021 08:00:00 PM,,,221,PEARL STREET,0,0,0,0,0,Cambridgeport
12/11/2021 03:47:00 AM,WALDEN,SHERMAN,253,WALDEN ST.,2,0,0,0,0,Neighborhood Nine
12/11/2021 04:18:00 AM,PROSPECT ST.,PROSPECT ST.,,,1,0,0,0,0,
12/11/2021 11:42:00 AM,,,407,CONCORD AVE,1,0,0,0,0,Neighborhood Nine
12/11/2021 04:30:00 PM,,,168,ALEWIFE BROOK  PARKWAY,1,0,0,2,0,Cambridge Highlands
12/11/2021 08:51:00 PM,HAMPSHIRE ST,,186,HAMPSHIRE,1,0,0,0,0,Mid-Cambridge
12/11/2021 10:48:00 PM,,,450,CONCORD AVENUE,1,0,0,1,1,West Cambridge
12/12/2021 02:17:00 AM,85 SHERMAN ST,,85,SHERMAN ST,1,0,0,0,1,Neighborhood Nine
12/12/2021 05:05:00 PM,WATERHOUSE ST,CONCORD AVE,,,1,0,0,0,0,
12/12/2021 07:01:00 PM,MASS AVE,WALDEN STREET,,,1,0,0,1,1,
12/13/2021 10:19:00 AM,,,1446,MASSACHUSETTS AVENUE,1,0,0,0,0,West Cambridge
12/13/2021 11:03:00 AM,,,,MASS AVE,1,0,1,1,1,
12/13/2021 01:43:00 PM,GARDEN STREET,MASS AVE,,,2,0,0,0,0,
12/13/2021 06:48:00 PM,,,87,SECOND STREET,1,0,0,0,0,East Cambridge
12/14/2021 09:52:00 AM,MASSACHUSETTS AVE,HARVARD ST,,,2,0,0,0,0,
12/15/2021 12:31:00 PM,LANDSDOWNE ST,MASSACHUSETTS AVENUE,,,2,0,0,0,0,
12/15/2021 01:29:00 PM,,,181,CONCORD AVE,2,0,0,0,0,Neighborhood Nine
12/15/2021 02:16:00 PM,,,149,ALEWIFE BROOK PARKWAY,1,0,0,0,0,North Cambridge
12/15/2021 02:30:00 PM,SECOND ST,THORNDIKE ST,,,2,0,0,0,0,
12/15/2021 02:40:00 PM,,,113,GARDEN STREET,1,0,0,0,0,Neighborhood Nine
12/15/2021 03:00:00 PM,,,10,PERRY STREET,0,0,0,0,0,Cambridgeport
12/15/2021 06:58:00 PM,MAIN ST,PORTLAND ST,,MAIN ST,2,0,0,1,1,
12/15/2021 07:23:00 PM,MAIN ST,WINDSOR ST,,,1,1,0,1,1,
12/15/2021 08:42:00 PM,CAMP STREET,SEVEN PINES AVE,,,0,0,0,0,0,
12/15/2021 09:55:00 PM,,,1637,MASSACHUSETTTS AVE,2,0,0,0,0,Agassiz
12/16/2021 01:05:00 PM,LINDEN ST,BOW ST,,,1,0,0,0,0,
12/16/2021 01:12:00 PM,,,77,WALKER STREET,0,0,0,0,0,Neighborhood Nine
12/16/2021 07:23:00 PM,,,8,PEABODY TERR,0,0,0,0,0,Riverside
12/17/2021 09:51:00 AM,GARDEN STREET,MASON STREET,,,2,0,0,0,0,
12/17/2021 10:00:00 AM,HAMPSHIRE STREET,WINDSOR STREET,,,1,1,0,1,0,
12/17/2021 10:53:00 AM,,,95,MOUNT AUBURN STREET,1,0,0,1,1,West Cambridge
12/17/2021 11:39:00 AM,MASSACHUSETTS AVE,COTTAGE PK AVE,,,2,0,0,1,1,
12/17/2021 01:35:00 PM,,,147,HAMPSHIRE STREET,2,0,0,0,0,Wellington-Harrington
12/17/2021 06:37:00 PM,WHITE STREET,SOMERVILLE AVE,,,1,0,1,1,0,
12/17/2021 11:00:00 PM,,,83,BISHOP ALLEN DRIVE,0,0,0,0,0,The Port
12/18/2021 01:52:00 PM,MAIN STREET,PORTLAND STREET,,,0,0,0,0,0,
12/18/2021 06:02:00 PM,MOUNT AUBURN STREET,ABERDEEN AVE,,,2,0,0,1,1,
12/18/2021 07:02:00 PM,NORRIS,MASS AVE,,,2,0,0,0,0,
